,nama_user,rating,waktu,ulasan,preprocessing,stemming_ulasan
309,Azka Diana Savanti Diana,5,2022-06-07 22:43:45,dengan adanya aplikasi ini sangat sangat membantu sekali dlm setiap ada masalah.. sdh 2×pake aplikasi ini semua ditangani dg cpt.. keren ..trima kasi pln,"['aplikasi', 'membantu', 'pake', 'aplikasi', 'ditangani', 'cpt', 'keren', 'trima', 'kasih', 'pln']",aplikasi bantu pake aplikasi tangan cpt keren trima kasih pln
310,yudi ari pamungkas,1,2022-06-07 22:17:53,"Gak membantu, saya download supaya mempermudah info tagihan malah sebaliknya. Gak ada info sama sekali. Ini jamannya komputerisasi harusnya sistem informasinya jelas dan mudah diakses. Next harus lebih baik. Auto uninstal","['membantu', 'unduh', 'mempermudah', 'informasi', 'tagihan', 'informasi', 'jamannya', 'komputerisasi', 'sistem', 'informasinya', 'mudah', 'diakses', 'auto', 'uninstal']",bantu unduh mudah informasi tagih informasi jaman komputerisasi sistem informasi mudah akses auto uninstal
311,Eko Setiyono,5,2022-06-07 21:52:41,"Cukup baik & membantu, mungkin bila di tambah lagi untuk dompet digital pembayaran melalui Dana, supaya lebih lengkap & memudahkan pelanggan.","['membantu', 'dompet', 'digital', 'pembayaran', 'dana', 'lengkap', 'memudahkan', 'pelanggan']",bantu dompet digital bayar dana lengkap mudah langgan
312,hanung didik,5,2022-06-07 21:40:10,"Suatu aplikasi yang memudahkan pelanggan dan calon pelanggan untuk melakukan berbagai aktifitas transaksi yang berhubungan dengan kebutuhan akan listrik yang saat ini sudah menjadi kebutuhan primer dalam kehidupan masyarakat yang lebih baik. Dengan menggunakan PLN Mobile saya merasa sangan tetbantu dan memperoleh layanan cepat, handal dan amazing.... PLN Mantab...","['aplikasi', 'memudahkan', 'pelanggan', 'calon', 'pelanggan', 'aktivitas', 'transaksi', 'berhubungan', 'kebutuhan', 'listrik', 'kebutuhan', 'primer', 'kehidupan', 'masyarakat', 'pln', 'mobile', 'terbantu', 'memperoleh', 'layanan', 'cepat', 'handal', 'amazing', 'pln', 'mantab']",aplikasi mudah langgan calon langgan aktivitas transaksi hubung butuh listrik butuh primer hidup masyarakat pln mobile bantu oleh layan cepat handal amazing pln mantab
313,eLMO The Cat,4,2022-06-07 20:28:50,"Update sekarang tambah Bintang 3 jadi 4 Bintang: Pelayanan CS nyaman dan cepat tanggap. TERIMAKASIH PLN ( Dulu posting ini * Bintang Satu: Pelayanan Customer Service by online tidak cepat meski jaringan penuh). Skrg Bintang 4, **** trma kasih mantap perubahannya PLN👍🏻","['perbarui', 'bintang', 'bintang', 'pelayanan', 'cs', 'nyaman', 'cepat', 'tanggap', 'terima', 'kasih', 'pln', 'posting', 'bintang', 'pelayanan', 'customer', 'service', 'by', 'online', 'cepat', 'jaringan', 'penuh', 'bintang', 'terima', 'kasih', 'mantap', 'perubahannya', 'pln']",baru bintang bintang layan cs nyaman cepat tanggap terima kasih pln posting bintang layan customer service by online cepat jaring penuh bintang terima kasih mantap ubah pln
314,Ridhoadipanuntun,5,2022-06-07 20:26:19,Sangat membatu sekali terimakasih untuk aplikasi ini layanan cepat sekali dan sangat membatu sekali dan pihak PLN nya sangat merespon dengan cepat.,"['membantu', 'terima', 'kasih', 'aplikasi', 'layanan', 'cepat', 'membantu', 'pln', 'nya', 'merespon', 'cepat']",bantu terima kasih aplikasi layan cepat bantu pln nya merespon cepat
315,Yoni Kusdianto,3,2022-06-07 19:38:27,"Sebetulnya aplikasi ini bagus , pln mobile , mhon untuk pengajuan pasang baru lewat pln mobile juga diperlancar , jangan buat aplikasi ini sebagai formalitas saja , pak erik tohir bumn kok kaya gini","['aplikasi', 'bagus', 'pln', 'mobile', 'mohon', 'pengajuan', 'pasang', 'pln', 'mobile', 'diperlancar', 'aplikasi', 'formalitas', 'erik', 'tohir', 'bumn', 'kayak']",aplikasi bagus pln mobile mohon aju pasang pln mobile lancar aplikasi formalitas erik tohir bumn kayak
316,upim ipin,1,2022-06-07 19:15:54,"Ribet, mau pasang baru aja dibikin puyeng.. Harus ada SLO dulu, Suruh download siujang gatrik udah download jasa pemasangan nya tidak bisa menjankau alasan kejauhan.. Tolong diperbaiki alur untuk pemasangan baru, saya mah orang kampung mana tau aplikasi ini itu..","['ribet', 'pasang', 'dibikin', 'puyeng', 'slo', 'suruh', 'unduh', 'siujang', 'gatrik', 'unduh', 'jasa', 'pemasangan', 'nya', 'menjangkau', 'alasan', 'kejauhan', 'tolong', 'diperbaiki', 'alur', 'pemasangan', 'mah', 'orang', 'kampung', 'aplikasi']",ribet pasang bikin puyeng slo suruh unduh siujang gatrik unduh jasa pasang nya jangkau alas jauh tolong baik alur pasang mah orang kampung aplikasi
317,Yuni Ta,2,2022-06-07 18:56:59,"Mau tambah saya harus upgrade akun, sudah di upgrade masih tetep ga bisa,,, hh.. Coba klo di web bisa, ga bakaln kaya gini,,, ribet ternyata,aplikasi PLN mobile paling sering minta update,pinter emang PLN, SAyang cuma ada 1 PLN d Indonesia coba ada 2 PLN..","['meningkatkan', 'akun', 'meningkatkan', 'hh', 'coba', 'kalo', 'web', 'kayak', 'gini', 'sulit', 'aplikasi', 'pln', 'mobile', 'update', 'pinter', 'pln', 'sayang', 'pln', 'indonesia', 'coba', 'pln']",tingkat akun tingkat hh coba kalo web kayak gin sulit aplikasi pln mobile update pinter pln sayang pln indonesia coba pln
318,Herdinto Praja Mukti,5,2022-06-07 15:34:07,"Aplikasi yang sangat membantu, jadi lebih mudah untuk ngecek, beli token, dan pengaduan, pln terbaik","['aplikasi', 'membantu', 'mudah', 'ngecek', 'beli', 'token', 'pengaduan', 'pln', 'terbaik']",aplikasi bantu mudah ngecek beli token adu pln baik
319,pujianto anto,5,2022-06-07 15:01:44,"Aplikasi pln mobile sangat mengerti dengan kebutuhan pelanggan saat ini, karena semua cukup dengan satu jari semua beres..res..res","['aplikasi', 'pln', 'mobile', 'mengerti', 'kebutuhan', 'pelanggan', 'jari', 'beres', 'res']",aplikasi pln mobile erti butuh langgan jari beres res
320,Grego Dwi,1,2022-06-07 14:55:43,"Marketplace servernya pelan bgt Pesanan dri tgl 9 mei belum dikirim tp tidak bisa dibatalkan / pembatalan otomatis, chat ke penjualpun belum ada menunya","['marketplace', 'servernya', 'pelan', 'banget', 'pesanan', 'tanggal', 'mei', 'dikirim', 'dibatalkan', 'pembatalan', 'otomatis', 'chat', 'penjualpun', 'menunya']",marketplace servernya pelan banget pesan tanggal mei kirim batal batal otomatis chat jual menu
321,Kiara Padma Sari,1,2022-06-07 14:50:07,"Pelayanan mengecewakan, saya mengajukan pengembalian dana karena permohonan dibatalkan alasan jaringan PLN, sudah 2 tahun belum ada realisasi. Tolonglah segera dikembalikan uang saya yang jumlahnya tidak sedikit.","['pelayanan', 'mengecewakan', 'mengajukan', 'pengembalian', 'dana', 'permohonan', 'dibatalkan', 'alasan', 'jaringan', 'pln', 'realisasi', 'tolonglah', 'dikembalikan', 'uang']",layan kecewa aju kembali dana mohon batal alas jaring pln realisasi tolong kembali uang
322,sellem gondesh,5,2022-06-07 13:34:25,Aplikasi sangat membantu kita saat top up token listrik prabayar dan juga bagi pasca bayar bisa melihat tagihan secara langsung.... Aplikasi sangat berguna,"['aplikasi', 'membantu', 'bagus', 'up', 'token', 'listrik', 'prabayar', 'pasca', 'bayar', 'tagihan', 'langsung', 'aplikasi', 'berguna']",aplikasi bantu bagus up token listrik prabayar pasca bayar tagih langsung aplikasi guna
323,Ahmad abdulah,1,2022-06-07 13:09:48,"terlalu banyak verifikasi , versi sebelum nya udah enak ga banyak yang harus di verifikasi kadang loading nya pun lama dan gagal terhubung ke servernya","['verifikasi', 'versi', 'nya', 'enak', 'verifikasi', 'kadang', 'loading', 'nya', 'gagal', 'terhubung', 'servernya']",verifikasi versi nya enak verifikasi kadang loading nya gagal hubung servernya
324,Agam Wae,5,2022-06-07 13:08:55,Aplikasinya sangat mempermudah untuk pelaporan gangguan ataupun keluhan dan bisa pengajuan permohonan tambah daya serta dapat membaca kwh meter secara mandiri.. jaya terus PLN.. semangat yak dalam bekerjanyaa ;),"['aplikasinya', 'mempermudah', 'pelaporan', 'gangguan', 'keluhan', 'pengajuan', 'permohonan', 'daya', 'membaca', 'kwh', 'meter', 'mandiri', 'jaya', 'pln', 'semangat', 'ya', 'bekerjanya']",aplikasi mudah lapor ganggu keluh aju mohon daya baca kwh meter mandiri jaya pln semangat ya kerja
325,ACHMAD JAMALUDIN,5,2022-06-07 12:47:47,"Download aplikasi ini karena ada pengaduan di menu, kebetulan listrik di rumah bermasalah, dan ternyata respon nya cepat, setelah di kasih arahan dan gak bisa juga akhirnya di samperin 2 personil PLN saga Cisoka Tangerang Banten yang gercep dan profesional, dan akhirnya beres. Mantap 👍 dan terimakasih.","['unduh', 'aplikasi', 'pengaduan', 'menu', 'listrik', 'rumah', 'bermasalah', 'respon', 'nya', 'cepat', 'kasih', 'arahan', 'samperin', 'personil', 'pln', 'saga', 'cisoka', 'tangerang', 'banten', 'gerak', 'cepat', 'profesional', 'beres', 'mantap', 'terimakasih']",unduh aplikasi adu menu listrik rumah masalah respon nya cepat kasih arah samperin personil pln saga cisoka tangerang banten gerak cepat profesional beres mantap terimakasih
326,Rizki Nisa,5,2022-06-07 12:30:47,"Penggunaannya mudah, info2 terkait pemadaman serta tagihan listrik juga bisa termonitor, mau isi pulsa listrik juga jadi gampang 👍","['penggunaannya', 'mudah', 'info', 'terkait', 'pemadaman', 'tagihan', 'listrik', 'termonitor', 'isi', 'pulsa', 'listrik', 'gampang']",guna mudah info kait madam tagih listrik monitor isi pulsa listrik gampang
327,Agung Bintoro,5,2022-06-07 12:28:20,Saya suka menggunakan pln mobile lebih akurat waktu baca meter setiap bulan dan prediksi jumlah tagihan setiap bisa langsung kelihatan..,"['suka', 'pln', 'mobile', 'akurat', 'baca', 'meter', 'prediksi', 'tagihan', 'langsung']",suka pln mobile akurat baca meter prediksi tagih langsung
328,Putri Uthie,1,2022-06-07 12:27:04,"mengecewakan , status udah bayar iconet tp juga gak ada respon kapan instalasi nya , mau komplain juga susah email , ataupun live chat nya ... payah bgt","['mengecewakan', 'status', 'bayar', 'iconnet', 'respon', 'instalasi', 'nya', 'komplain', 'sulit', 'email', 'live', 'chat', 'nya', 'payah', 'banget']",kecewa status bayar iconnet respon instalasi nya komplain sulit email live chat nya payah banget
329,Uky Purwanto,5,2022-06-07 11:48:38,Membantu laporan gangguan dan notifikasi status gangguan. Makin mantab kita tahu waktu mulai dan sls gangguan listrik d rumah... josss keren buat pln. Semoga makin kaya fitur.,"['membantu', 'laporan', 'gangguan', 'pemberitahuan', 'status', 'gangguan', 'mantap', 'selesai', 'gangguan', 'listrik', 'rumah', 'joss', 'keren', 'pln', 'semoga', 'kayak', 'fitur']",bantu lapor ganggu pemberitahuan status ganggu mantap selesai ganggu listrik rumah joss keren pln moga kayak fitur
330,Jae Nuri,5,2022-06-07 11:08:37,Alhamdulillaah !!! Aplikasinya mantab. Sangat membantu utk beli token dan bayar tagihan... PLN Terbaik... 👍👍,"['alhamdulillaah', 'aplikasinya', 'mantab', 'membantu', 'beli', 'token', 'bayar', 'tagihan', 'pln', 'terbaik']",alhamdulillaah aplikasi mantab bantu beli token bayar tagih pln baik
331,Adrian Satria Permana,3,2022-06-07 10:57:17,"Edited, done cuman fitur chat nya gaje, ga bisa nulis, tapi call nya oke, fast respon, *3 aja yak","['edited', 'done', 'fitur', 'chat', 'nya', 'gaje', 'nulis', 'call', 'nya', 'oke', 'fast', 'respon', 'ya']",edited done fitur chat nya gaje nulis call nya oke fast respon ya
332,fatmadita pangesti,5,2022-06-07 10:33:59,"Notifikasi pemberitahuan gangguan, padam, maupun status terkini sudah update.","['pemberitahuan', 'gangguan', 'padam', 'status', 'terkini', 'update']",pemberitahuan ganggu padam status kini update
333,abdul Hamid,4,2022-06-07 08:53:24,Kenapa app nya error mau melakukan pengadun ketika upload photo dari kamera hp langsung selalu kembali ke menu utama Jadi gagal terus pengaduannya mohon di perbaiki karena ini penting App ga guna udh email ke developer nya sudah di ikutin panduanya memory udh dikosongin dan jaringan jg kuat masih ga ada perubahan mendingan dihapus aja app nya ga guna kalau ujung-ujungannya harus tlp,"['aplikasi', 'nya', 'error', 'pengaduan', 'unggah', 'foto', 'kamera', 'hp', 'langsung', 'menu', 'utama', 'gagal', 'pengaduannya', 'mohon', 'perbaiki', 'aplikasi', 'email', 'developer', 'nya', 'mengikuti', 'panduanya', 'memory', 'dikosongin', 'jaringan', 'kuat', 'perubahan', 'dihapus', 'aplikasi', 'nya', 'ujung', 'ujungannya', 'telepon']",aplikasi nya error adu unggah foto kamera hp langsung menu utama gagal adu mohon baik aplikasi email developer nya ikut panduanya memory dikosongin jaring kuat ubah hapus aplikasi nya ujung ujung telepon
334,Didi Bae,4,2022-06-07 08:48:51,"Tolong dong.. untuk transaksi cek pemasangan baru dll cukup cari dengan mencantumkan no KTP aja jangan pake nomor agenda, kode booking dll biar lebih transparan dan bisa cek mandiri oleh pelanggan untuk mengetahui status prosesnya sudah sampai dimana..(Iya betul pak... Maksud saya nomor AGENDA itu cukup di ganti dengan no KTP aj pak.. jd kalo tidak ada no agendanya bisa digantikan dgn no ktp pak,terima kasih)","['tolong', 'transaksi', 'cek', 'pemasangan', 'cari', 'mencantumkan', 'nomor', 'ktp', 'pakai', 'nomor', 'agenda', 'kode', 'pesan', 'biar', 'transparan', 'cek', 'mandiri', 'pelanggan', 'status', 'prosesnya', 'dimana', 'iya', 'maksud', 'nomor', 'agenda', 'ganti', 'nomor', 'ktp', 'nomor', 'agendanya', 'digantikan', 'nomor', 'ktp', 'terima', 'kasih']",tolong transaksi cek pasang cari cantum nomor ktp pakai nomor agenda kode pesan biar transparan cek mandiri langgan status proses mana iya maksud nomor agenda ganti nomor ktp nomor agenda ganti nomor ktp terima kasih
335,Halimah Tusakdiah,5,2022-06-07 08:04:50,"Aplikasinya sangat membantu , memudahkan membeli token ,info pemadaman dll . Semoga kedepannya semakin ditingkatkan lagi . 👍","['aplikasinya', 'membantu', 'memudahkan', 'membeli', 'token', 'info', 'pemadaman', 'semoga', 'kedepannya', 'ditingkatkan']",aplikasi bantu mudah beli token info madam moga depan tingkat
336,lee moon,1,2022-06-07 07:50:16,"Proses transaksi tidak berjalan, padahal sudah transfer tp status msh menunggu pembayaran, tolong dibantu untuk diatasi.","['proses', 'transaksi', 'berjalan', 'transfer', 'status', 'menunggu', 'pembayaran', 'tolong', 'dibantu', 'diatasi']",proses transaksi jalan transfer status tunggu bayar tolong bantu atas
337,Fridarela Septiani,5,2022-06-07 07:32:22,"Dgn pln mobile..pelayanan pln semakin baik..mati lampu jg dpt ditangani dgn cepat & mudah, smoga kedepannya semakin banyak fitur2 menarik di pln mobile","['pln', 'mobile', 'pelayanan', 'pln', 'mati', 'lampu', 'ditangani', 'cepat', 'mudah', 'semoga', 'kedepannya', 'fitur', 'menarik', 'pln', 'mobile']",pln mobile layan pln mati lampu tangan cepat mudah moga depan fitur tarik pln mobile
338,Arif Bae,1,2022-06-07 07:12:00,"Lelet,bolak-balik terus ke awal Server sering tidak terhubung Tolong lebih siap lagi jika ingin semua layanan di pusatkan dalam 1 aplikasi *Penilaian akan berubah sesuai tingkat kenyamanan penggunaan*","['lelet', 'bolak', 'server', 'terhubung', 'tolong', 'layanan', 'pusatkan', 'aplikasi', 'penilaian', 'berubah', 'sesuai', 'tingkat', 'kenyamanan', 'penggunaan']",lelet bolak server hubung tolong layan pusat aplikasi nilai ubah sesuai tingkat nyaman guna
339,Aji Bagus Pangestu,5,2022-06-06 23:37:02,"serius Aplikasi ini yang sangat meringankan pekerjaan . mudah , simple dan bisa digunakan untuk siapa saja dan dimana saja.","['serius', 'aplikasi', 'meringankan', 'pekerjaan', 'mudah', 'simpel', 'dimana']",serius aplikasi ringan kerja mudah simpel mana
340,Puji Alana,3,2022-06-06 22:58:47,"Setelah diupdate... notifikasi pemadaman tak sesuai, informasi pemakaian listrik rata rata kwh/ hari tak sesuai. Malah lebih bagus PLN Mobile versi lama.... tlg diperbaiki system data, agar lebih valid/ akurat. Mksh","['diupdate', 'pemberitahuan', 'pemadaman', 'sesuai', 'informasi', 'pemakaian', 'listrik', 'kwh', 'sesuai', 'bagus', 'pln', 'mobile', 'versi', 'tolong', 'diperbaiki', 'system', 'data', 'valid', 'akurat', 'terima', 'kasih']",diupdate pemberitahuan madam sesuai informasi pakai listrik kwh sesuai bagus pln mobile versi tolong baik system data valid akurat terima kasih
341,Baby Wijaya,1,2022-06-06 22:22:04,Aplikasi butut. Bolak balik minta titik lokasi buat daftar ga bisa². Aplikasi konyol.,"['aplikasi', 'butut', 'bolak', 'titik', 'lokasi', 'daftar', 'aplikasi', 'konyol']",aplikasi butut bolak titik lokasi daftar aplikasi konyol
342,Amelia Damayanti,5,2022-06-06 21:58:05,"Aplikasi pln yang paling mudah dipake dan ga bikin ribet...semua serba ada disini informasi pln...dapat melapor gangguan,keluhan,melapor stand mandiri,pengajuan,pembayaran nontaglis dan Pembelian  token.promo promo menarik yg sering di tawarkan oleh pln mobile...","['aplikasi', 'pln', 'mudah', 'dipakai', 'ribet', 'serba', 'informasi', 'pln', 'melapor', 'gangguan', 'keluhan', 'melapor', 'stand', 'mandiri', 'pengajuan', 'pembayaran', 'nontaglis', 'pembelian', 'token', 'promo', 'menarik', 'tawarkan', 'pln', 'mobile']",aplikasi pln mudah pakai ribet serba informasi pln lapor ganggu keluh lapor stand mandiri aju bayar nontaglis beli token promo tarik tawar pln mobile
343,Christi Handari,5,2022-06-06 21:18:14,Helpfull bgt lah aplikasinya... Token abis tgl klik.. Informatif kl ada pemadaman ataupun gangguan.. Mo tambah daya jg mudah. Klik klik klik... selese..😉,"['helpfull', 'banget', 'aplikasinya', 'token', 'habis', 'tanggal', 'klik', 'informatif', 'pemadaman', 'gangguan', 'daya', 'mudah', 'klik', 'selese']",helpfull banget aplikasi token habis tanggal klik informatif madam ganggu daya mudah klik selese
344,Sur yono,5,2022-06-06 21:13:23,Sangat membantu sajian fitur-fiturnya ada sesuai harapan yang butuhkan . Semoga Terus Maju Selaras dgn Jaman.,"['membantu', 'sajian', 'fitur', 'fiturnya', 'sesuai', 'harapan', 'butuhkan', 'semoga', 'maju', 'selaras', 'jaman']",bantu saji fitur fiturnya sesuai harap butuh moga maju selaras jaman
345,Tomi Saputra,5,2022-06-06 20:50:40,"Aplikasinya sangat memudahkan dalam urusan kelistrikan,pengaduan gangguan listrikcepat di di tangai petugas, pasang baru meteran juga cepat sekali di pasang, mudah dan cepat. Terimakasih banyak PLN MOBILE","['aplikasinya', 'memudahkan', 'urusan', 'kelistrikan', 'pengaduan', 'gangguan', 'listrikcepat', 'tangai', 'petugas', 'pasang', 'meteran', 'cepat', 'pasang', 'mudah', 'cepat', 'terima', 'kasih', 'pln', 'mobile']",aplikasi mudah urus listrik adu ganggu listrikcepat tangai tugas pasang meter cepat pasang mudah cepat terima kasih pln mobile
346,Agus Dianto,5,2022-06-06 20:40:49,"Saya kasih Bintang 5,Mantap ini aplikasi bisa buat pengaduan jika kilometer rumah bermasalah dan tanggapan dari laporan pengaduan sangat cepat di tanggapi.... Gooood","['kasih', 'bintang', 'mantap', 'aplikasi', 'pengaduan', 'kilometer', 'rumah', 'bermasalah', 'tanggapan', 'laporan', 'pengaduan', 'cepat', 'tanggapi', 'good']",kasih bintang mantap aplikasi adu kilometer rumah masalah tanggap lapor adu cepat tanggap good
347,ZIKA OFFICIAL,5,2022-06-06 20:31:01,Wah..ngk nyesal download aplikasi ini...ini aplikasi sangat membantu sekali..semua yang kita butuhkan ada di aplikasi ini..jadi tidak perlu lagi ke kantor buat laporan gangguan..terima kasih PLN...PLN is the best...,"['ngk', 'nyesal', 'unduh', 'aplikasi', 'aplikasi', 'membantu', 'butuhkan', 'aplikasi', 'kantor', 'laporan', 'gangguan', 'terima', 'kasih', 'pln', 'is', 'the', 'best']",ngk nyesal unduh aplikasi aplikasi bantu butuh aplikasi kantor lapor ganggu terima kasih pln is the best
