,nama_user,rating,waktu,ulasan,preprocessing
199,Faulek Channel,1,2022-06-11 14:41:29,"Sangat tidak berguna, pengajuan keluhan semua slow respon 10 menit baru balas saat ngajuin keluhan atau kendala, ya kita ada kerjaan juga kalo chat di tinggal 3 menit ulang baru, dibales cepet respon nya lamaa Gak bermutu","sangat tidak berguna, pengajuan keluhan semua slow respon 10 menit baru balas saat ngajuin keluhan atau kendala, ya kita ada kerjaan juga kalo chat di tinggal 3 menit ulang baru, dibales cepet respon nya lamaa gak bermutu"
200,Devi Apriandini,1,2022-06-11 12:08:52,"Sudah 2kali isi token, pembayaran berhasil tapi di aplikasinya gak masuk. Rugi saya. Nomor token gak keluar.","sudah 2kali isi token, pembayaran berhasil tapi di aplikasinya gak masuk. rugi saya. nomor token gak keluar."
201,Wanto Sukses,5,2022-06-11 10:56:28,"Servernya mohon di perbaiki.. Untuk laporan gangguan lama.. Tapi tetap PLN terbaik, integritas handal terbaik","servernya mohon di perbaiki.. untuk laporan gangguan lama.. tapi tetap pln terbaik, integritas handal terbaik"
202,Candra Wijaya,5,2022-06-11 10:24:59,"Pelayanan bagus, responsif, penyelesaian juga cepat, sangat bagus apknya, semoga di tingkatan lg fitur2 yg ada.👍","pelayanan bagus, responsif, penyelesaian juga cepat, sangat bagus apknya, semoga di tingkatan lg fitur2 yg ada.👍"
203,servis fotocopy,1,2022-06-11 07:31:32,Ini aplikasi kurang sip. Bahkan kalah jauh dg yg swasta. Chat lama tdk dibalas di wa. Enaknya pasang iconnet atau yg lain sj ya. Mgkn temen2 bs memberi saran ke saya,ini aplikasi kurang sip. bahkan kalah jauh dg yg swasta. chat lama tdk dibalas di wa. enaknya pasang iconnet atau yg lain sj ya. mgkn temen2 bs memberi saran ke saya
204,Taufik Cah angon,5,2022-06-11 05:52:49,"Semoga ada nomer what app(WA)BUAT pengaduan umum melalui foto dan nama jalan misalnya kabel kena pohon,kabel ke sangkut kendaraan misalnya kontainer,kabel utama melintang yg membahayakan.....dan info pemasangan jagak/tiang listrik utama bagi konsumen yang membutuhkan","semoga ada nomer what app(wa)buat pengaduan umum melalui foto dan nama jalan misalnya kabel kena pohon,kabel ke sangkut kendaraan misalnya kontainer,kabel utama melintang yg membahayakan.....dan info pemasangan jagak/tiang listrik utama bagi konsumen yang membutuhkan"
205,Surya Bengkulu,1,2022-06-10 22:07:41,"Untuk sementara cukup bintang satu, tiap di buka pengaduan aplikasi mala keluar sendiri, sdh bosan nyoba ttp nihil hasil ny, gak ada solusi di aplikasi ini,","untuk sementara cukup bintang satu, tiap di buka pengaduan aplikasi mala keluar sendiri, sdh bosan nyoba ttp nihil hasil ny, gak ada solusi di aplikasi ini,"
206,Adi Kristianto,5,2022-06-10 20:02:17,"Alhamdulillah, PLN menghadirkan aplikasi yang super mudah, kelistrikan di rumah jadi tidak khawatir, kalau ada gangguan, beli pulsa listrik, dll, langsung di genggaman. Mantap PLN.","alhamdulillah, pln menghadirkan aplikasi yang super mudah, kelistrikan di rumah jadi tidak khawatir, kalau ada gangguan, beli pulsa listrik, dll, langsung di genggaman. mantap pln."
207,delonena arrachman,3,2022-06-10 18:59:42,Setelah 2 kali update malah jadi ribet mau melakukan pengaduan pemadaman kok gak bisa2...dikasi pilihan pakai no pelanggan atau titik lokasi tapi gak bisa gak seperti pertama kali pakai sebelum update,setelah 2 kali update malah jadi ribet mau melakukan pengaduan pemadaman kok gak bisa2...dikasi pilihan pakai no pelanggan atau titik lokasi tapi gak bisa gak seperti pertama kali pakai sebelum update
208,Eroel Jie,1,2022-06-10 16:35:20,id pel saya salah jd mau ubah id pel yg benar tp tidak bisa!!! mau gunakan fitur live chat koq tdk bisa ketik papan tombol nya..app nya msh banyak kekurangan harusnya app BUMN lebih bagus dari app lain..,id pel saya salah jd mau ubah id pel yg benar tp tidak bisa!!! mau gunakan fitur live chat koq tdk bisa ketik papan tombol nya..app nya msh banyak kekurangan harusnya app bumn lebih bagus dari app lain..
209,Irwan Dhifa,5,2022-06-10 16:05:59,Aplikasi Yg Bisa Buat Kita Lebih Menjadi Smart ttg PLN karena Semua nya Ada Di Satu Aplikasi ini ... PLN Luarrrr Biasaaa ....,aplikasi yg bisa buat kita lebih menjadi smart ttg pln karena semua nya ada di satu aplikasi ini ... pln luarrrr biasaaa ....
210,agung wibowo,5,2022-06-10 15:16:27,Aplikasi sangat membantu mempermudah dalam pelaporan gangguan tanpa harus datang ke kantor dan bisa melakukan pencatatan stan meter mandiri.,aplikasi sangat membantu mempermudah dalam pelaporan gangguan tanpa harus datang ke kantor dan bisa melakukan pencatatan stan meter mandiri.
211,Ilyas Irwansyah,1,2022-06-10 15:05:51,"Customer service referensi semua hal bisa via PLN Mobile saja, sementara system nya ga mampu ngimbangi.. Untuk nyambung ke server nya aja masih malu malu..☺️ Ayok, PLN bisa yuk..","customer service referensi semua hal bisa via pln mobile saja, sementara system nya ga mampu ngimbangi.. untuk nyambung ke server nya aja masih malu malu..☺️ ayok, pln bisa yuk.."
212,Matd Brothers,5,2022-06-10 13:30:46,Aplikasi yang sangat memanjakan pelanggan karena fitur yang komplit. Semua kebutuhan pelanggan terkait informasi PLN sdh difasilitasi. Suka beli token dari sini karena tanpa biaya layanan (bank *an***i). Semoga makin banyak dan sering promo,aplikasi yang sangat memanjakan pelanggan karena fitur yang komplit. semua kebutuhan pelanggan terkait informasi pln sdh difasilitasi. suka beli token dari sini karena tanpa biaya layanan (bank *an***i). semoga makin banyak dan sering promo
213,Halman Paris,5,2022-06-10 12:40:21,"Semua semakin mudah tanpa ribet dan repot bisa di akses dimana saja, isi pulsa listrik dan bayar tagihan listrik non admin, aplikasi rekomendasi.. tks","semua semakin mudah tanpa ribet dan repot bisa di akses dimana saja, isi pulsa listrik dan bayar tagihan listrik non admin, aplikasi rekomendasi.. tks"
214,Nurul Afiyah,1,2022-06-10 10:54:49,"Mau langganan iconnet via apk ini udh lunas dari desember komplen berkali2 gak ada realisasi,,udh refund kirim email malah keluar tagihan di apk ini,, pasang juga belom,, jelek bgt dah,, jdi uang saya kmna nih ga ada penyelesaian smpe skrng,, kesel iya","mau langganan iconnet via apk ini udh lunas dari desember komplen berkali2 gak ada realisasi,,udh refund kirim email malah keluar tagihan di apk ini,, pasang juga belom,, jelek bgt dah,, jdi uang saya kmna nih ga ada penyelesaian smpe skrng,, kesel iya"
215,matkure chanel,5,2022-06-10 10:18:15,"Mantap, dengan adanya aplikasi pln mobile . Untuk sistem pengaduan ke pln nya jadi sangat lah mudah.","mantap, dengan adanya aplikasi pln mobile . untuk sistem pengaduan ke pln nya jadi sangat lah mudah."
216,Ucky Bazzoke,1,2022-06-10 09:40:41,"Ini apk bukannya membantu malah bikin repot dan ribet! Saya withdrawal saldo di PLN Mobile ke rekening Bank tetapi tidak masuk ke rekening Bank padahal saldo di PLN Mobile telah berkurang. Layanan bantuan pada Live Chat dengan CS tidak berfungsi dengan baik, tidak dapat mengetik pesan. Mohon diperbaiki dan tingkatkan pelayanan!","ini apk bukannya membantu malah bikin repot dan ribet! saya withdrawal saldo di pln mobile ke rekening bank tetapi tidak masuk ke rekening bank padahal saldo di pln mobile telah berkurang. layanan bantuan pada live chat dengan cs tidak berfungsi dengan baik, tidak dapat mengetik pesan. mohon diperbaiki dan tingkatkan pelayanan!"
217,Da Fitrianika,5,2022-06-10 09:38:14,"terima kasih PLN Mobile. memudahkan aku klo lagi mati listrik.. gk perlu lagi kekantornya.. tinggal laporan aja lewat pln mobile,, menurut saya semua udah oke,, cuma yg dibagian pembayaran smoga bisa lebih baik lagi.","terima kasih pln mobile. memudahkan aku klo lagi mati listrik.. gk perlu lagi kekantornya.. tinggal laporan aja lewat pln mobile,, menurut saya semua udah oke,, cuma yg dibagian pembayaran smoga bisa lebih baik lagi."
218,Sotya Hanief,3,2022-06-10 09:04:54,"Bolak balik update tros,semoga bisa ada pilihan update atau tetap pake versi yg lama.. soalnya tdk smua hp pelanggan memorinya bagus.. kdng nyukup2in buat update aplikasi, tp trimakasih pln sudah mau follow up permasalahan saya .. ditunggu tindak lanjutnya","bolak balik update tros,semoga bisa ada pilihan update atau tetap pake versi yg lama.. soalnya tdk smua hp pelanggan memorinya bagus.. kdng nyukup2in buat update aplikasi, tp trimakasih pln sudah mau follow up permasalahan saya .. ditunggu tindak lanjutnya"
219,Tavip yuliawan,5,2022-06-10 08:44:52,"Applikasi ini cukup membantu, tolong di tingkatkan lagi supaya ada menu status permohonan, agar kita sebagai konsumen bisa ngecek status permohonan PB/PD sudah cetak SPK atau belom,, Terimakasih","applikasi ini cukup membantu, tolong di tingkatkan lagi supaya ada menu status permohonan, agar kita sebagai konsumen bisa ngecek status permohonan pb/pd sudah cetak spk atau belom,, terimakasih"
220,Wonk Dumay,1,2022-06-10 08:01:19,"Semua layanan super lelet.. Nanya, ke CS, semua jawaban tidak ada yang, memuuuuuuuuuuuaskan.. Nyeseeeeel, pasang iconet. Semua jawaban tidak ada yg memuaskan. 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡","semua layanan super lelet.. nanya, ke cs, semua jawaban tidak ada yang, memuuuuuuuuuuuaskan.. nyeseeeeel, pasang iconet. semua jawaban tidak ada yg memuaskan. 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡"
221,Hamba Sahaya,4,2022-06-10 06:37:49,"1. Kenapa nama alias di IDPEL tiba-tiba berubah menjadi 2222, udah diganti tapi gak bisa disave? 2. Kenapa tiba-tiba ada nama lain di halaman IDPEL","1. kenapa nama alias di idpel tiba-tiba berubah menjadi 2222, udah diganti tapi gak bisa disave? 2. kenapa tiba-tiba ada nama lain di halaman idpel"
222,AJ joresort,5,2022-06-10 06:05:08,Semua makin mudah dengan aplikasi PLN Mobile ' Aplikasi sangat bagus semakin banyak fitur2 u/ membudahkan kita kalau ada gangguan atau kebutuhan lainnya dengan PLN semakin mudah dan praktis dengan PLN Mobile,semua makin mudah dengan aplikasi pln mobile ' aplikasi sangat bagus semakin banyak fitur2 u/ membudahkan kita kalau ada gangguan atau kebutuhan lainnya dengan pln semakin mudah dan praktis dengan pln mobile
223,Nopri Nuga,4,2022-06-10 05:30:10,Aplikasinya cukup membantu disaat ada mati lampu bisa keluh kesah lewat aplikasi ini...dan ada notifikasi klo lagi ada perbaikan jaringan di daerah kita...mudah²an pelayanannya bisa lebih bagus lagi... terimakasih pln,aplikasinya cukup membantu disaat ada mati lampu bisa keluh kesah lewat aplikasi ini...dan ada notifikasi klo lagi ada perbaikan jaringan di daerah kita...mudah²an pelayanannya bisa lebih bagus lagi... terimakasih pln
224,Dewi Fatmawati,5,2022-06-09 23:25:23,"Alhamdulilah berkat ada aplikasi pln mobile listrik di rumah cepat nyala karna respon nya sangat cepat , tanggap , . Bagi kalian yg belum download segera download y di jamin tidak mengecewakan . Terimakasih untuk petugas yg sangat ramah bngt meskipun mlm"" ada panggilan darurat dari pelanggan tetap sopan dan ramah banget 🙏🙏🙏🙏🙏","alhamdulilah berkat ada aplikasi pln mobile listrik di rumah cepat nyala karna respon nya sangat cepat , tanggap , . bagi kalian yg belum download segera download y di jamin tidak mengecewakan . terimakasih untuk petugas yg sangat ramah bngt meskipun mlm"" ada panggilan darurat dari pelanggan tetap sopan dan ramah banget 🙏🙏🙏🙏🙏"
225,heru setiawan,1,2022-06-09 22:20:48,"layanan live chatnya sangat tidak membantu, antriannya lama dan hanya diberi waktu untuk merespon selama 3 menit lebih dari itu ulang dari awal","layanan live chatnya sangat tidak membantu, antriannya lama dan hanya diberi waktu untuk merespon selama 3 menit lebih dari itu ulang dari awal"
226,Muhamad Rofiq Irsyad,5,2022-06-09 20:23:11,"Aplikasi sangat membantu. Karna menginfokan pemadaman, tagihan, pasang baru, migrasa maupun tambah daya dan gangguan. tanpa harus datang ke kantor PLN. Cara menggunakan aplikasinya pun sangat mudah","aplikasi sangat membantu. karna menginfokan pemadaman, tagihan, pasang baru, migrasa maupun tambah daya dan gangguan. tanpa harus datang ke kantor pln. cara menggunakan aplikasinya pun sangat mudah"
227,nartawan wayan,5,2022-06-09 20:14:08,"Terimakasih pln mobile.dengan adanya aplikasi ini,saya merasa sangat mudah untuk melakukan pengaduan gangguan kelistrikan.petugasnya juga ramah👍👍","terimakasih pln mobile.dengan adanya aplikasi ini,saya merasa sangat mudah untuk melakukan pengaduan gangguan kelistrikan.petugasnya juga ramah👍👍"
228,Awien Tato,5,2022-06-09 19:39:44,Mantap...👍👍 Sangat membantu dan mempermudah dalam mengakses layanan PLN...tapi harus di tunjang dengan sinyal yang bagus😁😁,mantap...👍👍 sangat membantu dan mempermudah dalam mengakses layanan pln...tapi harus di tunjang dengan sinyal yang bagus😁😁
229,EDHI NUGROHO POEDJANTORO,5,2022-06-09 19:34:50,"Dengan Aplikasi PLN MOBILE ini kita bisa tau informasi tagihan, tambah daya, bisa pengaduan juga dan yang lainnya, jadi terasa lebih mudah dengan Aplikasi PLN Mobile.","dengan aplikasi pln mobile ini kita bisa tau informasi tagihan, tambah daya, bisa pengaduan juga dan yang lainnya, jadi terasa lebih mudah dengan aplikasi pln mobile."
230,AGUS ROZALI,5,2022-06-09 19:26:19,Pelayanan sangat bagus responsif. Gak nunggu lama sudah sampai. Petugas sangat ramah.. Sangat membantu..,pelayanan sangat bagus responsif. gak nunggu lama sudah sampai. petugas sangat ramah.. sangat membantu..
231,roni mulyono,5,2022-06-09 19:14:54,"PLN Mobile semakin ok aja, banyak fitur fitur tambahan yg menarik, ada juga pengumpulan poin, voucher dan undian berhadiah... Wah sayang kalo ga di gunakan. Pokoknya mantab...layak kasih bintang 🌟 5. Terimakasih PLN Mobile","pln mobile semakin ok aja, banyak fitur fitur tambahan yg menarik, ada juga pengumpulan poin, voucher dan undian berhadiah... wah sayang kalo ga di gunakan. pokoknya mantab...layak kasih bintang 🌟 5. terimakasih pln mobile"
232,Putu Pramana,5,2022-06-09 19:00:39,"Aplikasi ini sangat baik, mempermudah untuk pengaduan gangguan kelistrikan, petugasnya jg ramah.. the best 👍🏻","aplikasi ini sangat baik, mempermudah untuk pengaduan gangguan kelistrikan, petugasnya jg ramah.. the best 👍🏻"
233,sukma Lasmana,5,2022-06-09 18:44:29,Aplikasi nya bagus cepat tanggap dan tidak harus datang ke kantor pelayanan terdekat hanya melalui aplikasi PLN Mobile semua keluhan kita dapat teratasi.,aplikasi nya bagus cepat tanggap dan tidak harus datang ke kantor pelayanan terdekat hanya melalui aplikasi pln mobile semua keluhan kita dapat teratasi.
234,radza_ 91,5,2022-06-09 18:06:30,"Aplikasi nya sangat membantu, Di saat ada laporan gangguan listrik, langsung gerak cepat merespon. Terimakasih PLN Mobile","aplikasi nya sangat membantu, di saat ada laporan gangguan listrik, langsung gerak cepat merespon. terimakasih pln mobile"
235,Santoso Rahmat,5,2022-06-09 17:18:49,"Alhamdulillah pelayanan nya baik sekali ,yang kasih rat jelek bintang 1 mungkin tidak tahu penggunaan nya ,saya melakukan transaksi pembelian token selalu bisa koq,cepat dan mudah lagi,dan murah banget ada yang Rp 5000 juga, top banget deh pokoknya ini aplikasi,selalu direspon oleh operator maupun customer servicenya,dan juga dapat pengembalian kWh langsung dari PLN saat saya diproses penggantian unit meteran nya,,sangat puas, bagus dan bermanfaat aplikasi pln mobile ,sangat recomended, jossssss","alhamdulillah pelayanan nya baik sekali ,yang kasih rat jelek bintang 1 mungkin tidak tahu penggunaan nya ,saya melakukan transaksi pembelian token selalu bisa koq,cepat dan mudah lagi,dan murah banget ada yang rp 5000 juga, top banget deh pokoknya ini aplikasi,selalu direspon oleh operator maupun customer servicenya,dan juga dapat pengembalian kwh langsung dari pln saat saya diproses penggantian unit meteran nya,,sangat puas, bagus dan bermanfaat aplikasi pln mobile ,sangat recomended, jossssss"
236,BG ARree Chanel,5,2022-06-09 17:17:01,Aplikasi ini sangat membantu & sangat memudahkan kita dalam pengaduang cepat tanggap pelayanan sangat memuaskan keren....,aplikasi ini sangat membantu & sangat memudahkan kita dalam pengaduang cepat tanggap pelayanan sangat memuaskan keren....
237,Purtoyo JUMINI,5,2022-06-09 17:01:17,Aplikasi ini sangat membantu dalam hal pengaduan/pembayaran listrik. Didukung dengan banyaknya fitur yang ada didalamnya,aplikasi ini sangat membantu dalam hal pengaduan/pembayaran listrik. didukung dengan banyaknya fitur yang ada didalamnya
238,Subhi Al93,1,2022-06-09 16:27:03,Baru diupdate tanggal 2juni 2022 sekarang tanggal 6 juni 2022 minta update lagi😡 Notifikasi saluran padam tidak update seperti awal saya pasang aplikasi ini. Tolong perbaiki,baru diupdate tanggal 2juni 2022 sekarang tanggal 6 juni 2022 minta update lagi😡 notifikasi saluran padam tidak update seperti awal saya pasang aplikasi ini. tolong perbaiki
239,andika oke,5,2022-06-09 16:18:12,"Aplikasi yg bagus, sangat membantu baik dlm pelayanan gangguan, pelayann tambah daya, pasang baru ataupun loss strom...👍👍👍👍👍","aplikasi yg bagus, sangat membantu baik dlm pelayanan gangguan, pelayann tambah daya, pasang baru ataupun loss strom...👍👍👍👍👍"
